Clone_ID,Gene,Ensembl_Gene,UniGene,EntrezGene,GenBank Acc.,Ensembl* Chr,Start (bp),End (bp),Strand,Clone_ID
IMAGE:743481,C9orf18,ENSG00000185681,Hs.71428,254956,AA609392,9,123962011,124002182,1,IMAGE:743481
IMAGE:322553,SNX6,ENSG00000129515,Hs.583855,58533,W15351,14,34100051,34169140,-1,IMAGE:322553
IMAGE:280134,,,Hs.566162,0,N46998,chr4,27573067,27573913,-,IMAGE:280134
IMAGE:796650,MAP1LC3B,ENSG00000140941,Hs.356061,81631,AA460542,16,85982907,85995883,1,IMAGE:796650
IMAGE:841384,DDR1,ENSG00000204580|ENSG00000215522,Hs.631988,780,AA487745,c6_QB,30981248,31000378,1,IMAGE:841384
IMAGE:726858,MEGF11,ENSG00000157890,Hs.438250,84465,AA293781,15,63974693,64333129,-1,IMAGE:726858
IMAGE:296210,DMXL1,ENSG00000172869,Hs.181042,1657,BX106774,5,118435084,118612721,1,IMAGE:296210
IMAGE:277867,,,Hs.479342,0,N64194,chr4,24128179,24129086,+,IMAGE:277867
IMAGE:726684,LAPTM4A,,Hs.467807,9741,AA399320,,,,,IMAGE:726684
IMAGE:40026,SLC25A4,ENSG00000151729,Hs.246506,291,R53942,4,186301392,186305418,1,IMAGE:40026
CNTRL:TCTP-N-FLAG,,, ,, ,,,,,CNTRL:TCTP-N-FLAG
IMAGE:786675,WFDC2,ENSG00000101443,Hs.2719,10406,AA451904,20,43531808,43543585,1,IMAGE:786675
IMAGE:295831,DERA,ENSG00000023697,Hs.39429,51071,N74602,12,16000968,16081581,1,IMAGE:295831
IMAGE:130857,,, ,, ,,,,,IMAGE:130857
IMAGE:485858,PCDH20,ENSG00000197991,Hs.391781,64881,BX106673,13,60881992,60899983,-1,IMAGE:485858
IMAGE:280286,SURF2,ENSG00000166963,Hs.159448,6835,N49224,15,41590448,41611110,1,IMAGE:280286
IMAGE:130078,,, ,, ,,,,,IMAGE:130078
IMAGE:287762,,,Hs.597146,0,N62248,chr3,187982428,187982824,-,IMAGE:287762
IMAGE:753069,MERTK,ENSG00000153208,Hs.306178,10461,AA436564,2,112372662,112503413,1,IMAGE:753069
IMAGE:293985,USP42,ENSG00000106346,Hs.31856,84132,N66068,7,6111102,6167717,1,IMAGE:293985
IMAGE:745560,LIN37,ENSG00000188223,Hs.529100,55957,AA626310,19,40931352,40937257,1,IMAGE:745560
IMAGE:50166,TBC1D25,ENSG00000204276|ENSG00000206236,Hs.30619,4943,BX113666,c6_CO,32779890,32785965,1,IMAGE:50166
IMAGE:841615,,, ,, ,,,,,IMAGE:841615
IMAGE:40768,SMAD4,ENSG00000141646,Hs.75862,4089,R56432,18,46810611,46865413,1,IMAGE:40768
IMAGE:283098,,,Hs.573865,0,N45218,chr10,43796721,43800108,-,IMAGE:283098
IMAGE:503966,FLJ37638,,Hs.131718,400660,AA131794,chr18,72456156,72466885,+,IMAGE:503966
IMAGE:289716,CREBZF,,Hs.535319,58487,N62953,chr11,85046517,85053821,-,IMAGE:289716
IMAGE:280131,,,Hs.659386,0,BX097137,,,,,IMAGE:280131
IMAGE:767136,URM1,ENSG00000167118,Hs.495229,81605,AA424614,9,130173461,130192834,1,IMAGE:767136
IMAGE:827132,RAC2,,Hs.517601,5880,AA521232,chr22,35964240,35970245,-,IMAGE:827132
IMAGE:726878,,,Hs.624351,0,BX118129,chr2,128435562,128436113,-,IMAGE:726878
IMAGE:178029,RGS6,ENSG00000182732,Hs.509872,9628,BX096120,14,71501262,72100407,1,IMAGE:178029
IMAGE:278004,KBTBD3,ENSG00000182359,Hs.101949,143879,N94709,11,105427036,105453396,-1,IMAGE:278004
IMAGE:813611,,,Hs.386365,0,BX102979,chr2,176727426,176728352,+,IMAGE:813611
IMAGE:868308,RPS23,ENSG00000169282,Hs.527193,6228,AA634008,3,157321095,157739237,1,IMAGE:868308
CNTRL:CED3-FLAG,,, ,, ,,,,,CNTRL:CED3-FLAG
IMAGE:789012,FBLN2,ENSG00000163520,Hs.198862,2199,AA452981,3,13565625,13654922,1,IMAGE:789012
IMAGE:129446,CYP4F12,ENSG00000186204,Hs.591000,66002,BX109837,19,15644918,15668984,1,IMAGE:129446
IMAGE:130972,C9orf27,ENSG00000204148,Hs.23367,58483,BX116645,9,117690266,117727307,-1,IMAGE:130972
IMAGE:296180,RP2,ENSG00000102218,Hs.44766,6102,BX106200,X,46581319,46626737,1,IMAGE:296180
IMAGE:795499,NDRG4,ENSG00000103034,Hs.322430,65009,AA454214,16,57055118,57105024,1,IMAGE:795499
IMAGE:770801,,,Hs.633128,0,BX096755,chr6,28233546,28235224,+,IMAGE:770801
IMAGE:504464,NAV2,ENSG00000166833,Hs.502116,89797,AA150056,11,19691457,20099720,1,IMAGE:504464
IMAGE:756666,PPP1CA,ENSG00000172531,Hs.183994,5499,AA443982,11,66922248,66925978,-1,IMAGE:756666
IMAGE:196779,,,Hs.635038,0,R93051,chr8,25108691,25108969,+,IMAGE:196779
IMAGE:140574,CX3CL1,ENSG00000006210,Hs.531668,6376,R67753,16,55963915,55976455,1,IMAGE:140574
IMAGE:75017,HNRNPU,ENSG00000101210|ENSG00000153187,Hs.166463,3192,T51851,1,243080225,243094450,-1,IMAGE:75017
IMAGE:33603,IQCK,ENSG00000174628,Hs.460217,124152,R43873,16,19635279,19776358,1,IMAGE:33603
IMAGE:23771,SAMD14,ENSG00000167100,Hs.567769,201191,BX113543,17,45543679,45562176,-1,IMAGE:23771
IMAGE:279372,LOC283588,ENSG00000180258,Hs.46519,283588,BX105400,14,90385998,90386435,-1,IMAGE:279372
IMAGE:587415,,,Hs.660969,0,AI733857,,,,,IMAGE:587415
IMAGE:293056,,,Hs.566860,0,CR740174,chr8,67809520,67809749,-,IMAGE:293056
IMAGE:280303,TTLL5,ENSG00000119685,Hs.532626,23093,BX102246,14,75197374,75491174,1,IMAGE:280303
IMAGE:752550,HOXC10,ENSG00000180818,Hs.44276,3226,AA411006,12,52665213,52670327,1,IMAGE:752550
IMAGE:840654,TAS2R14,,Hs.408153,50840,AA488051,chr12,11052996,11058562,-,IMAGE:840654
IMAGE:39161,RNF8,ENSG00000112130,Hs.485278,9025,R51865,6,37429769,37470491,1,IMAGE:39161
IMAGE:178524,GAS2L1,ENSG00000108688|ENSG00000185340,Hs.322852,10634,CR736058,22,28032997,28038774,1,IMAGE:178524
IMAGE:278093,,,Hs.530940,0,N63498,chr12,110564792,110565561,-,IMAGE:278093
IMAGE:29964,CDC42EP2,ENSG00000149798,Hs.343380,10435,BX101921,11,64838907,64846475,1,IMAGE:29964
IMAGE:857681,MAMDC2,ENSG00000165072,Hs.547172,256691,AA633768,9,71848340,72031708,1,IMAGE:857681
CNTRL:BCL2-FLAG,,, ,, ,,,,,CNTRL:BCL2-FLAG
IMAGE:784224,FGFR4,ENSG00000160867,Hs.165950,2264,AA446876,5,176446521,176457749,1,IMAGE:784224
IMAGE:66327,CR1L,ENSG00000197721,Hs.655194,1379,BX094042,1,205909413,205941697,1,IMAGE:66327
IMAGE:130572,OSBPL11,ENSG00000144909,Hs.477440,114885,BX106066,3,126730392,126796624,-1,IMAGE:130572
IMAGE:197843,SOX6,ENSG00000110693,Hs.368226,55553,BX113900,11,15948371,16454494,-1,IMAGE:197843
IMAGE:810038,GRINA,ENSG00000178719|ENSG00000185559,Hs.594634,2907,AA464990,14,100262917,100271210,1,IMAGE:810038
IMAGE:234444,,ENSG00000117707,Hs.159437,0,H95348,1,212228483,212281219,1,IMAGE:234444
IMAGE:771157,KCTD5,ENSG00000167977,Hs.61960,54442,AA443480,16,2672499,2699030,1,IMAGE:771157
IMAGE:813166,TRAF6,ENSG00000175104,Hs.591983,7189,AA456295,11,36467299,36488398,-1,IMAGE:813166
IMAGE:191983,,,Hs.684611,0,H38627,,,,,IMAGE:191983
IMAGE:135630,CDS1,ENSG00000163624,Hs.654899,1040,R31300,4,85723081,85789363,1,IMAGE:135630
IMAGE:49654,FLJ44124,,Hs.655030,641737,BX097165,,,,,IMAGE:49654
IMAGE:52338,ACVR2A,ENSG00000072778|ENSG00000121989,Hs.470174,92,H23277,2,148319067,148404863,1,IMAGE:52338
IMAGE:592525,ARL8A,ENSG00000143862,Hs.497399,127829,AA160485,1,200368600,200380489,-1,IMAGE:592525
IMAGE:279394,,,Hs.596962,0,BX099037,chr12,95175234,95175641,+,IMAGE:279394
IMAGE:502531,EIF5A2,ENSG00000163577,Hs.164144,56648,BX104524,3,172088898,172109120,-1,IMAGE:502531
IMAGE:285367,,,Hs.597217,0,N66354,,,,,IMAGE:285367
IMAGE:280530,NPC1,ENSG00000141458,Hs.464779,4864,N47317,18,19365463,19420426,-1,IMAGE:280530
IMAGE:754460,,,Hs.660511,0,BX108312,,,,,IMAGE:754460
IMAGE:789182,PCNA,ENSG00000132646,Hs.147433,5111,AA450264,20,5043599,5055268,-1,IMAGE:789182
IMAGE:39288,,, ,, ,,,,,IMAGE:39288
IMAGE:178805,SRXN1,ENSG00000172070,Hs.516830,140809,BX099959,20,575270,581890,-1,IMAGE:178805
IMAGE:278404,RND2,ENSG00000108830,Hs.603111,8153,N98641,17,38430784,38437583,1,IMAGE:278404
IMAGE:41940,CXorf1,ENSG00000185417,Hs.106688,9142,R59087,X,144716751,144718647,1,IMAGE:41940
IMAGE:858293,YWHAQ,ENSG00000134308,Hs.74405,10971,AA633997,2,9641557,9688557,-1,IMAGE:858293
CNTRL:TRAF5-FLAG,,, ,, ,,,,,CNTRL:TRAF5-FLAG
IMAGE:566887,CBX3,,Hs.381189,11335,AA132226,chr7,26207909,26219501,+,IMAGE:566887
IMAGE:296793,EDIL3,,Hs.482730,10085,W01171,chr5,83272174,83715960,-,IMAGE:296793
IMAGE:130582,,,Hs.656719,0,BX092399,,,,,IMAGE:130582
IMAGE:243878,KDELC1,,Hs.408629,79070,BX098759,chr13,102234634,102249273,-,IMAGE:243878
IMAGE:66965,,,Hs.643128,0,T67552,chr1,149048812,149049579,+,IMAGE:66965
IMAGE:278171,NARG2,ENSG00000128915,Hs.200943,79664,N94856,15,58499100,58558636,-1,IMAGE:278171
IMAGE:809902,PPP2R5E,ENSG00000154001,Hs.334868,5529,BX106261,14,62911108,63079832,-1,IMAGE:809902
IMAGE:154015,ITGAL,ENSG00000005844,Hs.174103,3683,BX114703,16,30391572,30442006,1,IMAGE:154015
IMAGE:489805,HSF4,ENSG00000100664,Hs.512156,3299,BX102546,14,102870246,102881112,1,IMAGE:489805
IMAGE:199585,,,Hs.639476,0,R96544,chr14,69792360,69828331,+,IMAGE:199585
IMAGE:809828,E2F5,ENSG00000133740,Hs.445758,1875,BX091085,8,86276908,86313977,1,IMAGE:809828
IMAGE:45531,,,Hs.687548,0,BX113537,,,,,IMAGE:45531
IMAGE:511820,CIDEC,ENSG00000187288,Hs.635072,63924,AA088748,3,9883399,9895740,-1,IMAGE:511820
IMAGE:266093,MCC,ENSG00000159131|ENSG00000171444,Hs.593171,4163,N21553,5,112389428,112852426,-1,IMAGE:266093
IMAGE:320243,,,Hs.560028,0,W04569,chr12,92865394,92865715,+,IMAGE:320243
IMAGE:781434,,,Hs.599648,0,AA432288,chr2,223492363,223492693,+,IMAGE:781434
IMAGE:510576,AGR2,,Hs.530009,10551,AA055768,chr7,16798973,16807949,-,IMAGE:510576
IMAGE:594596,,,Hs.661064,0,AA165208,,,,,IMAGE:594596
IMAGE:753215,GNAI1,ENSG00000127955|ENSG00000175084,Hs.134587,2770,AA406364,2,219991343,219999703,1,IMAGE:753215
IMAGE:767293,C17orf63,ENSG00000173065,Hs.564533,55731,AA418462,17,24109415,24193967,-1,IMAGE:767293
IMAGE:42816,CTNNB1,ENSG00000168036,Hs.476018,1499,BX097164,3,41216000,41256938,1,IMAGE:42816
IMAGE:221694,,,Hs.348319,0,H92639,chr10,75209303,75210015,-,IMAGE:221694
IMAGE:280444,TBC1D12,ENSG00000108239,Hs.500598,23232,N51577,10,96152342,96283858,1,IMAGE:280444
IMAGE:1161830,CYBA,,Hs.513803,1535,AA876021,chr16,87237199,87242019,-,IMAGE:1161830
IMAGE:80504,TNIP1,ENSG00000145901,Hs.543850,10318,T64483,5,150389699,150441190,-1,IMAGE:80504
IMAGE:812266,MAN1A2,ENSG00000198162,Hs.435938,10905,AA455062,1,117711594,117870684,1,IMAGE:812266
IMAGE:203918,FHDC1,ENSG00000137460,Hs.132629,85462,BX095228,4,154083585,154120288,1,IMAGE:203918
IMAGE:209583,,,Hs.688062,0,BX119728,,,,,IMAGE:209583
IMAGE:296162,SDCCAG3,ENSG00000170624,Hs.94300,10807,W02630,5,155686345,156125623,1,IMAGE:296162
IMAGE:505062,FAM81A,ENSG00000157470,Hs.531168,145773,AA151021,15,57517664,57602479,1,IMAGE:505062
IMAGE:809733,FOXN2,ENSG00000132464,Hs.468478,3344,AA455511,4,71713325,71731405,1,IMAGE:809733
IMAGE:365930,TAF7,ENSG00000069956,Hs.438838,6879,AA063580,15,50098739,50145751,1,IMAGE:365930
IMAGE:287656,B3GAT2,ENSG00000112309,Hs.653102,135152,N59138,6,71623637,71723462,-1,IMAGE:287656
IMAGE:755385,CDC16,ENSG00000108518|ENSG00000130177,Hs.374127,8881,AA410604,13,114018464,114056300,1,IMAGE:755385
IMAGE:40673,,, ,, ,,,,,IMAGE:40673
IMAGE:46411,FARP1,,Hs.403917,10160,H09222,chr13,97849540,97857749,+,IMAGE:46411
IMAGE:950676,KIF1A,ENSG00000130294|ENSG00000143412,Hs.516802,547,AA608555,1,149221178,149234731,1,IMAGE:950676
IMAGE:279464,,,Hs.603683,0,BX115978,chr3,63788157,63788571,+,IMAGE:279464
IMAGE:501516,WDR5B,ENSG00000196981,Hs.567513,54554,BX097346,3,123616073,123617065,-1,IMAGE:501516
IMAGE:418192,,,Hs.485155,0,W90353,chr6,34355437,34358063,-,IMAGE:418192
IMAGE:730544,,,Hs.553176,0,BX104125,chrX,30182481,30183134,+,IMAGE:730544
IMAGE:754485,,, ,, ,,,,,IMAGE:754485
IMAGE:42313,PHB,ENSG00000167085,Hs.514303,5245,R61067,17,44836419,44847241,-1,IMAGE:42313
IMAGE:39311,NFIB,ENSG00000147862,Hs.644095,4781,R51361,9,14071847,14388630,-1,IMAGE:39311
IMAGE:178268,LOC374491,ENSG00000205822,Hs.406779,374491,H46221,13,24052346,24069808,1,IMAGE:178268
IMAGE:278630,,,Hs.701010,0,N66197,,,,,IMAGE:278630
IMAGE:726703,ERBB4,ENSG00000178568,Hs.390729,2066,AA398264,2,211948687,213111499,-1,IMAGE:726703
IMAGE:127510,CDC25A,ENSG00000164045,Hs.437705,993,R09062,3,48173674,48204805,-1,IMAGE:127510
CNTRL:DR5-FLAG,,, ,, ,,,,,CNTRL:DR5-FLAG
IMAGE:122159,COL3A1,ENSG00000168542,Hs.443625,1281,T98611,2,189547344,189585717,1,IMAGE:122159
IMAGE:243149,CENPE,ENSG00000106605|ENSG00000138778,Hs.75573,1062,BX108887,4,104246412,104339015,-1,IMAGE:243149
IMAGE:130977,GTF2A1L,ENSG00000068781,Hs.44385,11036,R22926,2,48649663,48813788,1,IMAGE:130977
IMAGE:130777,,,Hs.656714,0,BX118234,,,,,IMAGE:130777
IMAGE:810989,TMEM147,ENSG00000105677,Hs.9234,10430,AA485513,19,40728372,40730268,1,IMAGE:810989
IMAGE:418279,C6orf173,ENSG00000203760,Hs.486401,387103,W90793,6,126702946,126711447,1,IMAGE:418279
IMAGE:142184,GOLT1B,ENSG00000111711,Hs.62275,51026,R69715,12,21546016,21562358,1,IMAGE:142184
IMAGE:48136,AP4M1,,Hs.632317,9179,H12006,chr7,99537424,99544733,+,IMAGE:48136
IMAGE:345793,CAMKK2,ENSG00000110931,Hs.297343,10645,W78199,12,120159880,120220494,-1,IMAGE:345793
IMAGE:531319,AURKB,ENSG00000178999,Hs.442658,9212,AA071486,17,8048775,8054608,-1,IMAGE:531319
IMAGE:47151,,,Hs.655073,0,H10995,,,,,IMAGE:47151
IMAGE:62092,ABCA9,ENSG00000154258,Hs.131686,10350,T41066,17,64482369,64568731,-1,IMAGE:62092
IMAGE:770709,SMG5,ENSG00000198952,Hs.516837,23381,AA433827,1,154485641,154519240,-1,IMAGE:770709
IMAGE:784264,AGK,ENSG00000006530,Hs.699361,55750,AA446901,7,140901712,141000678,1,IMAGE:784264
IMAGE:490071,,,Hs.660987,0,BX114943,,,,,IMAGE:490071
IMAGE:769926,PDIA4,ENSG00000155660,Hs.93659,9601,AA430497,7,148331098,148356675,-1,IMAGE:769926
IMAGE:730565,ADAM3A,ENSG00000166946,Hs.98848,1587,AA435963,15,41264793,41274680,1,IMAGE:730565
IMAGE:754494,MIER1,ENSG00000198160,Hs.652983,57708,AA410574,1,67153227,67226890,1,IMAGE:754494
IMAGE:838802,P4HA1,ENSG00000122884,Hs.500047,5033,AA457671,10,74436981,74526630,-1,IMAGE:838802
IMAGE:39219,DAGLA,ENSG00000134780,Hs.241564,747,R51382,11,61204486,61271048,1,IMAGE:39219
IMAGE:178412,BAIAP2,,Hs.128316,10458,H46962,chr17,76698875,76704116,-,IMAGE:178412
IMAGE:278457,PTPRD,ENSG00000153707,Hs.446083,5789,N66120,9,8304246,9008735,-1,IMAGE:278457
IMAGE:813661,TRIM2,ENSG00000109654,Hs.435711,23321,AA447764,4,154345068,154479924,1,IMAGE:813661
IMAGE:127063,THRB,ENSG00000151090,Hs.187861,7068,BX100971,3,24134709,24511317,-1,IMAGE:127063
CNTRL:CASP 101B,,, ,, ,,,,,CNTRL:CASP 101B
IMAGE:221172,,,Hs.658943,0,BX096296,,,,,IMAGE:221172
IMAGE:327094,CAMK2D,ENSG00000058668|ENSG00000145349,Hs.144114,817,W30935,4,114591637,114902177,-1,IMAGE:327094
IMAGE:194656,GAS2L3,,Hs.20575,283431,R84407,chr12,99541623,99546195,+,IMAGE:194656
IMAGE:132549,CNTN5,,Hs.656783,53942,BX090703,,,,,IMAGE:132549
IMAGE:282907,RYR3,ENSG00000198838,Hs.369250,6263,N45123,15,31390469,31945591,1,IMAGE:282907
IMAGE:430286,,, ,, ,,,,,IMAGE:430286
IMAGE:291348,CNIH,,Hs.294603,10175,W02973,chr14,53964203,53977793,-,IMAGE:291348
IMAGE:756488,TARBP2,ENSG00000139546,Hs.326,6895,AA481352,12,52180972,52186480,1,IMAGE:756488
IMAGE:301817,LEAP2,ENSG00000164406,Hs.337588,116842,N91165,5,132235913,132238286,1,IMAGE:301817
IMAGE:770074,PRRG2,ENSG00000126460,Hs.35101,5639,AA430552,19,54778280,54785999,1,IMAGE:770074
IMAGE:50635,,,Hs.687310,0,H17921,,,,,IMAGE:50635
IMAGE:299517,TOR1A,ENSG00000136827,Hs.534312,1861,BX114543,9,131615043,131626262,-1,IMAGE:299517
IMAGE:76647,,, ,, ,,,,,IMAGE:76647
IMAGE:279583,,, ,, ,,,,,IMAGE:279583
IMAGE:773199,,,Hs.662507,0,AA428550,,,,,IMAGE:773199
IMAGE:784151,DLC1,ENSG00000164741,Hs.134296,10395,AA446780,8,12985243,13416766,-1,IMAGE:784151
IMAGE:730793,,, ,, ,,,,,IMAGE:730793
IMAGE:754525,MGC23985,ENSG00000178776,Hs.660038,389336,BX115935,5,147252465,147266258,-1,IMAGE:754525
IMAGE:740130,POLR2A,ENSG00000181222,Hs.270017,5430,AA477535,17,7328422,7358653,1,IMAGE:740130
IMAGE:39442,GPR158,ENSG00000151025,Hs.499108,57512,BX102490,10,25504296,25931164,1,IMAGE:39442
IMAGE:178473,,,Hs.31632,0,H47031,chr5,173888936,173889409,+,IMAGE:178473
IMAGE:280365,EYA3,ENSG00000158161,Hs.185774,2140,BX106142,1,28169445,28287702,-1,IMAGE:280365
IMAGE:768515,,,Hs.445410,0,CR739955,chr4,54788835,54789487,-,IMAGE:768515
IMAGE:127267,NFIX,ENSG00000008441|ENSG00000124529|ENSG00000158406|ENSG00000182217|,Hs.257970,4784,R08311,6,27948956,27949267,-1,IMAGE:127267
CNTRL:TRAF6-FLAG,,, ,, ,,,,,CNTRL:TRAF6-FLAG
IMAGE:81331,FABP5,ENSG00000164687,Hs.408061,2171,T60075,8,82355325,82359567,1,IMAGE:81331
IMAGE:128503,,, ,, ,,,,,IMAGE:128503
IMAGE:234380,ZCCHC7,ENSG00000147905,Hs.654700,84186,BX096528,9,37110469,37348143,1,IMAGE:234380
IMAGE:274578,SFRS2IP,ENSG00000139218,Hs.210367,9169,R84615,12,44599181,44670668,-1,IMAGE:274578
IMAGE:795803,HN1,ENSG00000189159,Hs.532803,51155,AA460509,17,70642941,70662373,-1,IMAGE:795803
IMAGE:201217,,, ,, ,,,,,IMAGE:201217
IMAGE:504396,,,Hs.569730,0,AA142869,chr17,42550424,42552905,-,IMAGE:504396
IMAGE:26910,GPKOW,ENSG00000068394,Hs.503666,27238,R13911,X,48857267,48867095,-1,IMAGE:26910
IMAGE:429434,,, ,, ,,,,,IMAGE:429434
IMAGE:382457,KCNB1,ENSG00000158445,Hs.84244,3745,AA069770,20,47421912,47532588,-1,IMAGE:382457
IMAGE:147050,PTGS2,ENSG00000073756,Hs.196384,5743,BX115842,1,184907592,184916179,-1,IMAGE:147050
IMAGE:742837,,,Hs.702529,0,AA405226,,,,,IMAGE:742837
IMAGE:843224,PSMG1,ENSG00000157212|ENSG00000183527,Hs.473838,8624,AA488585,21,39468565,39477198,-1,IMAGE:843224
IMAGE:308579,,, ,, ,,,,,IMAGE:308579
IMAGE:773393,,,Hs.98445,0,AA427809,chr3,142701937,142708464,+,IMAGE:773393
IMAGE:243972,,,Hs.593669,0,BX111792,chr1,101318770,101319579,+,IMAGE:243972
IMAGE:757377,,,Hs.634270,0,AA437137,chr5,171105881,171106284,+,IMAGE:757377
IMAGE:754539,C1orf77,,Hs.611057,26097,AA406292,chr1,151873174,151884570,+,IMAGE:754539
IMAGE:840940,PABPC1,ENSG00000070756,Hs.387804,26986,AA486531,8,101784320,101804115,-1,IMAGE:840940
IMAGE:39577,,,Hs.24990,0,BX104377,chr3,71716783,71719250,+,IMAGE:39577
IMAGE:220479,USMG5,,Hs.500921,84833,BX109200,chr10,105138796,105142215,-,IMAGE:220479
IMAGE:280084,,,Hs.560749,0,N56948,chr2,206685798,206686509,+,IMAGE:280084
IMAGE:111460,CCNT1,ENSG00000129315,Hs.279906,904,BX098518,12,47373019,47397048,-1,IMAGE:111460
IMAGE:128337,,, ,, ,,,,,IMAGE:128337
CNTRL:CASP14,,, ,, ,,,,,CNTRL:CASP14
IMAGE:144977,ARL6IP5,ENSG00000144746,Hs.518060,10550,R78724,3,69216780,69237927,1,IMAGE:144977
IMAGE:110578,,,Hs.655928,0,BX108012,,,,,IMAGE:110578
IMAGE:206949,,, ,, ,,,,,IMAGE:206949
IMAGE:753381,SEC23A,ENSG00000100934|ENSG00000198626,Hs.272927,10484,BX098456,1,235272128,236063911,1,IMAGE:753381
IMAGE:366848,TCF7L2,ENSG00000148737,Hs.593995,6934,AA029516,10,114700201,114916073,1,IMAGE:366848
IMAGE:201855,,, ,, ,,,,,IMAGE:201855
IMAGE:809860,C7orf11,ENSG00000168303,Hs.654989,136647,AA455120,7,40138869,40140783,-1,IMAGE:809860
IMAGE:50680,KIFAP3,ENSG00000075945,Hs.433442,22920,H16824,1,168157091,168310503,-1,IMAGE:50680
IMAGE:795402,TNPO1,ENSG00000083312,Hs.482497,3842,AA453508,5,72148171,72248316,1,IMAGE:795402
IMAGE:430968,ENPP3,ENSG00000154269,Hs.486489,5169,AA678335,6,132000135,132110232,1,IMAGE:430968
IMAGE:52616,,,Hs.593390,0,H29392,,,,,IMAGE:52616
IMAGE:51986,PRKCE,ENSG00000171132,Hs.580351,5581,H23338,2,45732547,46268632,1,IMAGE:51986
IMAGE:773512,LOC390940,,Hs.22049,390940,AA427947,chr19,48776629,48779956,+,IMAGE:773512
IMAGE:950382,LOC150166,,Hs.48353,150166,AA599043,chr22,15973917,15976477,+,IMAGE:950382
IMAGE:757258,,,Hs.98450,0,BX102292,chr7,155631580,155632085,+,IMAGE:757258
IMAGE:841650,TRIO,ENSG00000038382,Hs.130031,7204,AA487480,5,14196829,14563310,1,IMAGE:841650
IMAGE:784050,,, ,, ,,,,,IMAGE:784050
IMAGE:754550,PDZRN3,ENSG00000121440,Hs.434900,23024,AA406290,3,73514342,73756762,-1,IMAGE:754550
IMAGE:739990,DHX34,ENSG00000134815,Hs.151706,9704,AA477623,19,52544386,52577795,1,IMAGE:739990
IMAGE:43009,TSGA14,ENSG00000106477,Hs.368315,95681,R59959,7,129823611,129868133,-1,IMAGE:43009
IMAGE:220394,,, ,, ,,,,,IMAGE:220394
IMAGE:280229,SATB2,ENSG00000119042,Hs.516617,23314,N50250,2,199842468,200033446,-1,IMAGE:280229
IMAGE:42331,,,Hs.91916,0,BX110558,chr8,111045044,111045568,+,IMAGE:42331
IMAGE:128494,MINK1,ENSG00000141503,Hs.443417,50488,R10659,17,4728437,4742134,1,IMAGE:128494
CNTRL:PRO-IL-1BETA,,, ,, ,,,,,CNTRL:PRO-IL-1BETA
IMAGE:346134,CARHSP1,ENSG00000153048,Hs.632184,23589,W72753,16,8854303,8870364,-1,IMAGE:346134
IMAGE:200863,,, ,, ,,,,,IMAGE:200863
IMAGE:242010,,, ,, ,,,,,IMAGE:242010
IMAGE:293510,,,Hs.597179,0,N69574,chr14,66509143,66509434,+,IMAGE:293510
IMAGE:811028,TMEM49,,Hs.444569,81671,AA485530,chr17,55271008,55274398,+,IMAGE:811028
IMAGE:795685,C18orf21,ENSG00000141428,Hs.37883,83608,AA459936,18,31806586,31813239,1,IMAGE:795685
IMAGE:505385,SERPINB9,ENSG00000170542,Hs.104879,5272,AA156247,6,2832507,2848506,-1,IMAGE:505385
IMAGE:242955,USPL1,ENSG00000132952,Hs.533831,10208,H95641,13,30089920,30131686,1,IMAGE:242955
IMAGE:244931,ZC3H13,ENSG00000158865,Hs.136102,23091,N54540,16,24765053,24830444,1,IMAGE:244931
IMAGE:461727,PAH,ENSG00000171759,Hs.643451,5053,AA682293,12,101756234,101835511,-1,IMAGE:461727
IMAGE:51921,BAG4,ENSG00000129084|ENSG00000156735,Hs.194726,9530,H24108,8,38153469,38189966,1,IMAGE:51921
IMAGE:591055,ARFGAP3,,Hs.162877,26286,AA161097,chr22,41595720,41741095,-,IMAGE:591055
IMAGE:626390,LIMCH1,ENSG00000064042|ENSG00000167608,Hs.335163,22998,AA189106,19,59355659,59368664,-1,IMAGE:626390
IMAGE:327325,,,Hs.659996,0,W02043,,,,,IMAGE:327325
IMAGE:773464,ZNF644,ENSG00000122482,Hs.173001,84146,AA427982,1,91153447,91260417,-1,IMAGE:773464
IMAGE:132392,LOC121838,,Hs.201441,121838,BX117954,chr13,43497454,43502073,+,IMAGE:132392
IMAGE:782585,C1orf150,ENSG00000169224,Hs.662658,148823,AA447527,1,245737040,245807613,1,IMAGE:782585
IMAGE:767283,MTMR9,ENSG00000104643,Hs.591395,66036,AA418457,8,11179410,11223062,1,IMAGE:767283
IMAGE:782587,,,Hs.595170,0,AA448510,chr11,117775132,117775665,+,IMAGE:782587
IMAGE:42807,,,Hs.559771,0,BX090715,chr1,185787963,185788485,-,IMAGE:42807
IMAGE:221212,,, ,, ,,,,,IMAGE:221212
IMAGE:280331,RBM15,ENSG00000162775,Hs.435947,64783,N47091,1,110678039,110690818,1,IMAGE:280331
IMAGE:48553,LOC730092,,Hs.31290,730092,BX107145,chr16,21712916,21714581,-,IMAGE:48553
IMAGE:128137,,, ,, ,,,,,IMAGE:128137
IMAGE:325070,LXN,ENSG00000079257,Hs.478067,56925,BX090076,3,159866900,159873176,-1,IMAGE:325070
IMAGE:110912,,, ,, ,,,,,IMAGE:110912
